Date,Open,High,Low,Close,Volume,Adj Close
2010-06-04,93.68,94.92,91.08,91.39,7626900,28.12
2010-06-03,97.69,98.03,95.07,95.87,5641200,29.50
2010-06-02,95.87,98.01,94.83,97.88,3161100,30.12
2010-06-01,97.24,98.09,95.45,95.49,4692000,29.38
2010-05-28,99.49,100.00,97.96,98.09,4777800,30.18
2010-05-27,97.26,99.90,97.00,99.79,5602200,30.70
2010-05-26,98.30,98.97,95.61,96.05,5445300,29.55
2010-05-25,95.39,97.61,94.17,97.39,7581600,29.97
2010-05-24,101.21,101.46,97.24,97.35,7045800,29.95
2010-05-21,97.45,103.17,96.97,102.73,8859300,31.61
2010-05-20,102.05,102.05,98.04,99.05,9410700,30.48
2010-05-19,103.33,105.02,101.71,103.78,4605000,31.93
2010-05-18,107.72,108.21,103.11,103.79,6505800,31.94
2010-05-17,106.07,108.16,104.35,106.60,5716500,32.80
2010-05-14,108.20,108.50,105.05,106.09,5159400,32.64
2010-05-13,110.44,111.31,109.49,109.54,3741000,33.70
2010-05-12,109.67,111.52,109.12,111.29,5685600,34.24
2010-05-11,109.75,110.98,108.84,109.49,4690500,33.69
2010-05-10,109.62,111.02,108.65,110.98,4862100,34.15
2010-05-07,107.24,107.50,103.30,104.52,9318300,32.16
2010-05-06,112.21,114.15,100.00,107.19,9035400,32.98
2010-05-05,111.85,114.20,110.84,112.43,3372600,34.59
2010-05-04,115.18,115.62,112.61,113.33,3693600,34.87
2010-05-03,116.22,117.71,115.64,117.26,1959300,36.08
2010-04-30,117.64,118.75,115.51,115.64,3319800,35.58
2010-04-29,115.32,118.67,115.11,118.34,4263900,36.41
2010-04-28,114.21,115.31,112.48,114.20,4812900,35.14
2010-04-27,116.18,116.82,112.88,112.97,3938100,34.76
2010-04-26,119.51,119.51,116.51,116.61,3741600,35.88
2010-04-23,117.59,119.86,117.59,119.64,3757200,36.81
2010-04-22,116.96,117.51,116.01,117.22,4981800,36.07
2010-04-21,118.78,119.53,116.85,117.94,4588200,36.29
2010-04-20,120.43,120.43,118.47,119.39,4043700,36.74
2010-04-19,117.52,119.68,116.92,119.22,2938200,36.68
2010-04-16,120.90,121.25,116.90,118.45,4141500,36.45
2010-04-15,121.14,121.90,120.29,121.26,3159000,37.31
2010-04-14,119.41,121.38,118.73,121.31,4185600,37.33
2010-04-13,115.09,119.23,114.78,118.83,6210600,36.56
2010-04-12,114.41,115.57,114.36,115.06,3812400,35.40
2010-04-09,113.55,115.09,113.55,114.82,2511600,35.33
2010-04-08,112.91,113.96,112.29,113.54,2852100,34.94
2010-04-07,113.39,113.83,112.24,112.83,3519300,34.72
2010-04-06,113.49,114.74,113.12,114.00,2511600,35.08
2010-04-05,114.14,114.91,113.42,114.47,2926800,35.22
2010-04-01,112.56,113.68,112.27,113.63,3978600,34.96
2010-03-31,111.07,111.82,109.96,110.90,2544000,34.12
2010-03-30,111.59,111.97,110.61,111.70,3319500,34.37
2010-03-29,111.19,111.47,110.34,111.24,2540100,34.23
2010-03-26,112.68,112.68,110.11,110.96,4317000,34.07
2010-03-25,111.60,114.71,111.13,112.23,3882300,34.46
2010-03-24,112.26,112.65,110.61,110.63,3867900,33.97
2010-03-23,111.36,112.98,110.70,112.69,2783400,34.60
2010-03-22,109.45,111.56,109.44,111.42,3166800,34.21
2010-03-19,110.37,112.30,110.11,110.37,4360800,33.89
2010-03-18,110.99,111.81,110.54,111.59,3168900,34.27
2010-03-17,109.24,112.53,109.24,111.47,3796800,34.23
2010-03-16,108.42,109.00,107.69,108.94,2699400,33.45
2010-03-15,108.04,108.91,107.34,108.33,2312400,33.27
2010-03-12,108.70,109.00,107.93,108.34,1921200,33.27
2010-03-11,107.10,108.03,106.47,107.97,3079200,33.16
2010-03-10,108.45,108.45,106.86,107.43,4466700,32.99
2010-03-09,107.58,108.42,107.17,108.16,3471900,33.21
2010-03-08,109.20,109.45,107.95,108.32,3455700,33.26
2010-03-05,106.38,109.40,106.37,109.29,4580100,33.56
2010-03-04,103.92,105.77,103.38,105.70,3771600,32.46
2010-03-03,104.13,104.95,103.61,103.92,3160500,31.91
2010-03-02,102.85,104.28,102.61,104.13,3442800,31.98
2010-03-01,103.09,103.09,101.43,102.84,2659800,31.58
2010-02-26,100.62,101.92,100.06,101.72,3145800,31.24
2010-02-25,100.50,100.50,98.75,100.17,4352100,30.76
2010-02-24,100.42,101.69,99.83,101.65,3674400,31.21
2010-02-23,100.78,101.33,99.61,100.03,3590700,30.72
2010-02-22,102.23,102.36,100.85,101.36,2446200,31.13
2010-02-19,101.61,102.29,100.77,101.61,4464600,31.20
2010-02-18,100.97,101.54,100.27,101.41,3449700,31.14
2010-02-17,100.02,101.12,99.78,100.90,3474900,30.98
2010-02-16,98.64,100.00,98.54,99.98,3912000,30.70
2010-02-12,97.36,98.02,95.82,97.86,3818400,30.05
2010-02-11,97.13,98.38,96.40,97.99,2362800,30.09
2010-02-10,96.70,98.22,96.66,97.30,2889900,29.88
2010-02-09,97.80,98.42,96.22,97.22,4401600,29.85
2010-02-08,97.95,98.55,96.23,96.30,3813000,29.57
2010-02-05,98.43,99.10,94.43,98.00,6282900,30.09
2010-02-04,103.41,103.41,98.19,98.28,5029500,30.18
2010-02-03,101.42,102.23,100.71,101.83,2854200,31.27
2010-02-02,101.31,102.88,100.68,101.79,3034200,31.26
2010-02-01,99.59,101.59,99.03,101.45,3535800,31.15
2010-01-29,100.64,101.93,98.08,99.03,5793300,30.41
2010-01-28,105.00,106.73,98.74,100.33,6083700,30.81
2010-01-27,100.30,104.21,100.30,103.88,5362200,31.90
2010-01-26,102.54,103.45,100.30,100.47,3578700,30.85
2010-01-25,102.20,103.67,101.87,103.50,3771300,31.78
2010-01-22,105.02,105.16,100.75,101.26,4684500,31.09
2010-01-21,108.99,109.37,104.65,104.72,3979800,32.16
2010-01-20,110.15,110.43,107.72,108.95,2156400,33.46
2010-01-19,108.15,110.91,107.90,110.74,3393000,34.01
2010-01-15,111.05,111.05,108.05,108.31,3330300,33.26
2010-01-14,111.24,111.58,109.80,111.05,1731900,34.10
2010-01-13,110.88,112.26,110.61,111.62,3539700,34.28
2010-01-12,109.89,111.77,108.73,110.90,5898000,34.06
2010-01-11,108.15,111.45,108.15,110.41,3252900,33.90
2010-01-08,107.69,108.07,105.80,108.05,3692400,33.18
2010-01-07,108.82,109.39,107.62,107.94,3049200,33.15
2010-01-06,108.57,109.64,108.32,108.92,2470800,33.45
2010-01-05,107.62,109.01,107.40,108.84,3276600,33.42
2010-01-04,106.18,108.32,105.90,108.00,3746700,33.16
2009-12-31,105.42,106.30,105.35,105.35,1843800,32.35
2009-12-30,105.00,105.71,104.80,105.40,2205600,32.37
2009-12-29,106.10,106.58,105.37,105.44,2794500,32.38
2009-12-28,105.84,106.42,105.00,106.13,2220300,32.52
2009-12-24,105.55,105.83,104.25,105.43,1298100,32.31
2009-12-23,104.28,105.67,104.22,104.99,2867700,32.17
2009-12-22,107.00,108.00,106.63,107.00,3395400,31.87
2009-12-21,105.32,107.16,104.29,107.00,6781200,31.87
2009-12-18,103.88,104.50,103.45,103.99,4366800,30.97
2009-12-17,104.24,104.65,103.35,103.45,4895400,30.81
2009-12-16,103.48,105.75,102.70,105.18,4834200,31.33
2009-12-15,106.33,107.27,104.08,104.28,4927200,31.06
2009-12-14,108.47,108.97,107.00,107.35,5024100,31.97
2009-12-11,108.93,110.00,107.61,107.97,3228300,32.16
2009-12-10,108.53,111.02,108.06,108.93,4440300,32.44
2009-12-09,106.53,108.57,105.68,108.12,2286900,32.20
2009-12-08,106.82,107.33,105.44,106.59,2963700,31.75
2009-12-07,108.36,109.40,106.99,107.04,2757000,31.88
2009-12-04,109.15,110.24,106.93,108.87,4716000,32.43
2009-12-03,109.30,110.37,107.58,107.95,2957400,32.15
2009-12-02,108.11,109.83,108.10,109.05,2833200,32.48
2009-12-01,109.16,109.47,107.60,108.40,4832700,32.29
2009-11-30,107.20,108.10,105.40,108.03,5891700,32.18
2009-11-27,109.74,110.34,108.77,108.97,2288400,32.46
2009-11-25,111.62,112.46,111.33,112.46,1662000,33.50
2009-11-24,113.48,113.48,111.00,111.62,2705100,33.25
2009-11-23,112.88,113.99,112.46,113.17,1959000,33.71
2009-11-20,112.70,112.70,110.95,111.36,2443800,33.17
2009-11-19,114.97,114.98,112.47,112.92,2782200,33.63
2009-11-18,115.49,115.86,114.50,115.64,2298900,34.44
2009-11-17,113.62,116.38,113.62,115.60,3568500,34.43
2009-11-16,113.47,115.05,113.30,114.18,5652600,34.01
2009-11-13,114.49,114.49,111.89,112.80,4232400,33.60
2009-11-12,114.87,115.61,113.75,113.92,3567900,33.93
2009-11-11,114.52,116.17,114.26,115.01,2784600,34.26
2009-11-10,113.79,114.72,112.98,113.57,3407700,33.83
2009-11-09,110.76,113.97,110.00,113.91,3299700,33.93
2009-11-06,109.70,111.55,109.52,110.23,2750700,32.83
2009-11-05,108.29,111.17,107.98,110.99,4059900,33.06
2009-11-04,107.39,109.40,106.94,107.18,4282500,31.92
2009-11-03,105.00,107.30,104.57,106.77,3214800,31.80
2009-11-02,105.24,106.50,103.73,106.43,5039400,31.70
2009-10-30,107.30,108.23,104.31,104.63,5318400,31.16
2009-10-29,106.67,107.84,104.81,107.56,6978600,32.04
2009-10-28,107.23,109.28,103.93,104.47,7518000,31.12
2009-10-27,114.82,114.83,105.43,109.00,13527000,32.47
2009-10-26,113.60,116.39,112.85,113.02,7767000,33.66
2009-10-23,112.64,114.29,112.03,112.93,4043700,33.64
2009-10-22,112.24,112.54,110.29,112.24,5067600,33.43
2009-10-21,113.37,115.06,111.79,112.05,4834500,33.37
2009-10-20,111.61,114.80,111.59,114.07,6188100,33.98
2009-10-19,110.26,112.19,109.53,112.03,5182800,33.37
2009-10-16,110.26,110.61,109.20,110.07,6117000,32.78
2009-10-15,108.30,111.70,108.04,111.08,4928100,33.09
2009-10-14,106.13,109.18,106.11,108.98,3461400,32.46
2009-10-13,105.32,105.91,104.24,104.71,2895900,31.19
2009-10-12,106.94,107.62,104.96,105.68,2247600,31.48
2009-10-09,103.43,106.53,103.43,106.44,4051200,31.70
2009-10-08,103.83,104.73,103.44,103.57,3823500,30.85
2009-10-07,102.34,103.05,101.71,102.96,2347500,30.67
2009-10-06,101.66,103.45,101.40,102.78,3763500,30.61
2009-10-05,98.85,101.17,98.04,101.07,3532500,30.10
2009-10-02,96.22,99.43,95.86,98.21,5218800,29.25
2009-10-01,100.42,100.83,97.07,97.17,5538900,28.94
2009-09-30,101.41,102.17,99.29,100.60,5316600,29.90
2009-09-29,101.93,102.54,101.00,101.25,2924700,30.09
2009-09-28,99.43,102.03,99.16,101.92,3056400,30.29
2009-09-25,98.65,99.87,97.77,99.21,6222900,29.49
2009-09-24,101.97,101.97,98.15,99.95,4804200,29.71
2009-09-23,102.04,103.95,101.01,101.02,4270500,30.03
2009-09-22,102.21,102.97,101.72,102.19,3167700,30.37
2009-09-21,102.58,102.85,101.28,101.54,2427000,30.18
2009-09-18,101.68,104.03,101.57,103.46,5361600,30.75
2009-09-17,101.73,102.33,100.43,101.24,4502100,30.09
2009-09-16,99.60,102.41,99.31,102.26,6576900,30.39
2009-09-15,99.10,99.83,98.44,99.44,4322400,29.56
2009-09-14,97.50,99.63,96.51,99.48,3189600,29.57
2009-09-11,97.84,98.21,97.00,97.80,3985800,29.07
2009-09-10,97.26,97.87,95.76,97.84,3816900,29.08
2009-09-09,95.91,97.70,95.21,97.58,4809300,29.00
2009-09-08,94.50,95.69,94.48,95.61,3721500,28.42
2009-09-04,93.44,93.79,92.52,93.65,3246900,27.84
2009-09-03,93.00,93.77,92.32,93.34,4644900,27.74
2009-09-02,90.18,91.38,89.51,90.78,3493800,26.98
2009-09-01,93.26,94.12,90.29,90.50,4431900,26.90
2009-08-31,92.74,93.41,91.90,93.33,2764200,27.74
2009-08-28,93.79,94.69,92.98,93.71,3037500,27.85
2009-08-27,93.65,93.93,92.06,92.98,2911800,27.64
2009-08-26,94.54,95.04,92.94,93.46,4793700,27.78
2009-08-25,93.75,95.93,93.63,95.19,4464000,28.29
2009-08-24,94.95,95.53,93.07,93.20,3796800,27.70
2009-08-21,94.19,95.00,93.13,94.57,5751000,28.11
2009-08-20,92.33,93.59,92.00,93.43,4494600,27.77
2009-08-19,91.49,92.91,91.35,92.09,3123000,27.37
2009-08-18,90.64,93.36,90.64,92.80,6666300,27.58
2009-08-17,92.76,93.39,89.89,90.26,7047900,26.83
2009-08-14,95.37,95.41,93.40,94.55,5140800,28.10
2009-08-13,94.78,95.48,93.97,95.29,4591200,28.32
2009-08-12,91.97,94.99,91.71,94.20,4902900,28.00
2009-08-11,91.45,93.49,91.43,92.61,6285600,27.53
2009-08-10,94.13,94.37,91.60,92.13,3356700,27.38
2009-08-07,93.24,95.46,92.00,94.37,4746600,28.05
2009-08-06,93.14,93.49,91.18,92.18,4439700,27.40
2009-08-05,92.21,92.99,91.03,92.26,5606100,27.42
2009-08-04,91.17,92.75,90.95,92.28,3755700,27.43
2009-08-03,89.99,92.80,89.76,91.66,8315700,27.24
2009-07-31,87.33,88.77,86.52,88.68,6220200,26.36
2009-07-30,82.22,88.63,81.78,87.52,10485300,26.01
2009-07-29,79.83,80.68,79.83,80.42,4193400,23.90
2009-07-28,80.93,81.23,79.75,80.53,4432500,23.94
2009-07-27,80.42,81.54,79.84,81.52,6301200,24.23
2009-07-24,80.22,80.99,78.39,80.57,3088200,23.95
2009-07-23,77.46,81.49,76.04,80.95,7375800,24.06
2009-07-22,74.79,76.93,74.19,76.65,4892700,22.78
2009-07-21,74.55,78.24,74.55,75.81,8406600,22.53
2009-07-20,72.84,74.08,72.79,73.88,4298100,21.96
2009-07-17,72.37,72.88,71.14,72.57,2727600,21.57
2009-07-16,71.58,72.82,70.75,72.45,3177000,21.53
2009-07-15,70.19,72.48,70.11,71.94,5742300,21.38
2009-07-14,69.30,70.20,68.62,69.97,4853700,20.80
2009-07-13,67.21,69.16,66.04,69.16,6088200,20.56
2009-07-10,65.75,66.69,65.68,66.19,3079800,19.67
2009-07-09,67.07,67.53,65.72,66.08,5564700,19.64
2009-07-08,67.27,67.96,65.48,66.26,5433000,19.69
2009-07-07,68.95,69.73,67.00,67.06,4250700,19.93
2009-07-06,70.55,70.71,68.50,69.34,6444900,20.61
2009-07-02,71.09,72.15,69.74,69.74,4236900,20.73
2009-07-01,72.27,72.94,71.97,72.15,2991900,21.45
2009-06-30,71.89,72.39,71.29,72.01,3921000,21.40
2009-06-29,72.19,72.24,71.20,72.06,2217300,21.42
2009-06-26,70.97,72.11,70.97,71.85,3668100,21.36
2009-06-25,71.07,72.24,70.57,71.01,6126000,21.04
2009-06-24,68.33,72.71,68.33,71.62,5714400,21.22
2009-06-23,69.25,70.98,68.99,70.05,4545300,20.76
2009-06-22,72.32,72.92,68.92,68.97,5861100,20.44
2009-06-19,72.70,73.59,72.31,73.37,4654800,21.74
2009-06-18,71.80,72.68,71.38,72.06,4672500,21.36
2009-06-17,71.11,72.67,70.89,71.33,5328000,21.14
2009-06-16,74.71,74.71,71.45,71.86,5479800,21.30
2009-06-15,75.26,75.74,73.41,74.35,4000800,22.03
2009-06-12,76.60,76.89,74.64,75.99,3181800,22.52
2009-06-11,76.34,77.46,76.09,76.38,4947300,22.64
2009-06-10,76.99,77.62,75.53,76.73,5502000,22.74
2009-06-09,74.89,76.86,74.52,76.70,5524500,22.73
2009-06-08,73.59,74.97,73.21,74.31,3996300,22.02
2009-06-05,74.22,75.60,73.39,74.59,6908100,22.10
2009-06-04,72.34,73.48,71.96,73.29,7906200,21.72
2009-06-03,71.77,72.93,70.74,71.38,5840400,21.15
2009-06-02,70.88,73.19,70.42,72.26,6561000,21.41
2009-06-01,67.94,71.98,67.13,71.18,10611000,21.09
2009-05-29,64.90,66.93,63.90,66.85,5164500,19.81
2009-05-28,63.01,64.46,62.97,64.44,7072500,19.10
2009-05-27,64.42,64.58,61.82,62.03,5835000,18.38
2009-05-26,61.42,64.58,61.30,64.42,6564600,19.09
2009-05-22,61.18,62.89,60.86,61.92,4168200,18.35
2009-05-21,60.72,61.47,59.97,61.03,4225200,18.09
2009-05-20,64.29,64.87,61.35,61.69,5676600,18.28
2009-05-19,63.85,64.95,62.96,63.19,4499700,18.73
2009-05-18,61.39,65.14,61.06,64.82,7287900,19.21
2009-05-15,60.36,61.12,59.35,60.10,5890500,17.81
2009-05-14,59.76,61.24,59.06,60.55,6519000,17.94
2009-05-13,62.19,63.17,59.55,59.89,7653300,17.75
2009-05-12,62.31,63.73,61.56,62.44,7947600,18.50
2009-05-11,64.14,64.42,61.68,61.93,8503800,18.35
2009-05-08,61.67,65.22,60.96,65.15,7427100,19.31
2009-05-07,63.53,63.74,60.36,60.76,6240300,18.01
2009-05-06,61.79,62.96,60.62,62.58,9116100,18.55
2009-05-05,62.97,63.49,61.66,61.79,5430900,18.31
2009-05-04,61.77,63.88,60.60,63.63,7656300,18.86
2009-05-01,60.24,61.16,59.72,61.06,4020000,18.10
2009-04-30,60.67,62.00,59.94,60.48,5853900,17.92
2009-04-29,59.01,60.39,58.50,60.04,7178100,17.79
2009-04-28,59.39,60.21,57.56,58.32,8421900,17.28
2009-04-27,60.39,61.65,60.09,60.56,8398800,17.95
2009-04-24,61.52,62.65,60.00,61.66,9087000,18.27
2009-04-23,61.21,62.73,59.82,62.12,9830100,18.41
2009-04-22,59.98,63.46,59.01,60.74,9149700,18.00
2009-04-21,55.94,61.30,55.74,61.21,9807300,18.14
2009-04-20,58.82,59.72,57.36,57.70,8435700,17.10
2009-04-17,61.09,61.71,59.95,60.94,6875700,18.06
2009-04-16,61.07,62.15,59.87,61.04,8137800,18.09
2009-04-15,57.73,61.90,57.56,61.57,6849000,18.25
2009-04-14,60.15,61.69,59.19,59.23,9511500,17.55
2009-04-13,60.66,62.25,59.89,61.50,7205700,18.23
2009-04-09,59.71,61.78,58.22,61.72,11157900,18.29
2009-04-08,55.28,57.27,55.25,57.00,6978900,16.89
2009-04-07,57.75,58.12,56.57,56.58,5375400,16.77
2009-04-06,58.92,59.60,58.25,59.18,5660100,17.54
2009-04-03,58.90,60.17,57.45,60.13,7709100,17.82
2009-04-02,55.92,59.75,55.91,59.15,11500800,17.53
2009-04-01,52.96,55.65,52.93,54.60,8087100,16.18
2009-03-31,51.82,54.54,51.33,53.87,7966800,15.96
2009-03-30,51.95,53.33,50.85,51.15,7388100,15.16
2009-03-27,55.49,55.98,53.63,54.20,7314000,16.06
2009-03-26,54.21,56.11,53.24,55.78,9391500,16.47
2009-03-25,51.63,54.30,50.54,53.84,10745100,15.90
2009-03-24,52.43,54.72,50.89,50.89,9787500,15.02
2009-03-23,48.41,54.02,45.41,54.01,11295900,15.95
2009-03-20,47.47,48.72,46.46,47.09,10214400,13.90
2009-03-19,50.45,50.99,46.85,47.18,9763800,13.93
2009-03-18,46.87,50.13,45.77,50.00,13135800,14.76
2009-03-17,46.33,47.50,44.72,47.45,11628000,14.01
2009-03-16,48.98,50.00,46.29,46.37,10970700,13.69
2009-03-13,48.88,49.29,47.36,49.04,11152200,14.48
2009-03-12,44.53,49.22,43.50,48.88,14342700,14.43
2009-03-11,43.81,45.64,42.37,44.75,12883800,13.21
2009-03-10,40.50,44.27,40.38,44.15,13198200,13.03
2009-03-09,38.09,40.00,37.11,39.49,10282800,11.66
2009-03-06,39.90,40.45,37.29,38.66,12270900,11.41
2009-03-05,42.18,42.87,38.75,39.41,12598500,11.64
2009-03-04,44.33,45.65,42.93,44.49,9401700,13.14
2009-03-03,43.99,45.27,42.77,43.66,10464900,12.89
2009-03-02,44.42,45.77,42.45,43.13,10373400,12.73
2009-02-27,49.00,49.00,45.73,45.80,10995300,13.52
2009-02-26,51.34,51.52,48.42,49.01,7306500,14.47
2009-02-25,50.41,51.75,48.47,50.19,7578000,14.82
2009-02-24,46.51,51.04,46.51,51.00,8748000,15.06
2009-02-23,50.96,51.24,46.47,46.59,9459000,13.76
2009-02-20,48.92,52.02,48.61,50.78,10450200,14.99
2009-02-19,52.20,54.25,49.50,49.87,7423800,14.72
2009-02-18,51.24,52.48,49.37,50.68,7044600,14.96
2009-02-17,53.18,53.49,50.46,50.55,11375700,14.92
2009-02-13,54.25,56.25,53.93,55.32,7679400,16.33
2009-02-12,52.20,54.69,51.67,54.44,7192800,16.07
2009-02-11,51.90,53.78,51.45,53.70,6002700,15.85
2009-02-10,55.22,55.88,51.28,51.84,9367500,15.30
2009-02-09,56.08,56.53,54.37,55.88,3945900,16.50
2009-02-06,53.90,56.89,53.90,56.48,6067800,16.67
2009-02-05,51.51,54.76,50.92,53.76,5215500,15.87
2009-02-04,51.17,52.73,50.65,51.87,7960800,15.31
2009-02-03,49.95,51.23,49.03,50.89,8914800,15.02
2009-02-02,47.36,49.90,47.01,49.57,7318800,14.63
2009-01-30,50.43,50.61,47.76,48.42,8898600,14.30
2009-01-29,53.21,54.06,49.25,49.29,7364700,14.55
2009-01-28,50.34,55.19,50.30,54.40,12002100,16.06
2009-01-27,51.45,52.99,50.99,52.80,7773600,15.59
2009-01-26,53.60,53.63,50.11,50.85,6540000,15.01
2009-01-23,50.29,53.04,49.30,52.34,7580100,15.45
2009-01-22,52.17,53.89,50.18,51.60,6380100,15.23
2009-01-21,51.51,54.37,49.79,53.96,11784600,15.93
2009-01-20,53.94,54.56,50.08,50.41,11468100,14.88
2009-01-16,54.47,55.41,51.41,54.80,10809300,16.18
2009-01-15,55.93,55.93,51.92,52.97,10665900,15.64
2009-01-14,59.16,59.74,54.70,55.46,10110600,16.37
2009-01-13,58.75,62.10,58.71,60.64,4953900,17.90
2009-01-12,61.90,62.09,59.03,59.54,4543200,17.58
2009-01-09,65.16,65.26,61.81,62.10,4535700,18.33
2009-01-08,63.86,65.03,62.00,64.76,4111800,19.12
2009-01-07,68.21,68.94,64.10,64.55,6019500,19.06
2009-01-06,67.72,70.82,66.50,70.01,4869300,20.67
2009-01-05,65.56,67.57,64.75,66.85,4899000,19.74
2009-01-02,63.86,67.25,61.90,66.60,3931800,19.66
2008-12-31,63.27,64.64,62.45,63.78,4855800,18.83
2008-12-30,59.65,63.41,59.20,63.41,3806400,18.72
2008-12-29,59.49,59.77,57.84,59.49,2750700,17.56
2008-12-26,61.05,62.38,58.78,59.64,2186400,17.55
2008-12-24,60.56,61.15,59.64,60.70,1407300,17.86
2008-12-23,61.37,62.99,60.11,60.37,2830800,17.76
2008-12-22,62.60,62.77,59.90,60.86,3229800,17.90
2008-12-19,61.65,63.75,59.94,62.74,5178300,18.46
2008-12-18,64.24,65.24,60.36,61.11,4137000,17.98
2008-12-17,61.60,66.25,61.59,64.55,4906200,18.99
2008-12-16,59.68,63.61,58.50,63.03,6762600,18.54
2008-12-15,59.97,60.45,57.31,58.59,3085200,17.24
2008-12-12,58.50,60.69,57.44,59.31,4649100,17.45
2008-12-11,61.44,64.80,58.56,59.00,4280100,17.36
2008-12-10,62.52,63.00,60.19,62.61,3218100,18.42
2008-12-09,62.87,64.89,61.46,61.98,4364400,18.23
2008-12-08,63.20,66.37,62.37,65.56,4687200,19.29
2008-12-05,56.84,62.12,54.41,61.81,4728900,18.18
2008-12-04,57.58,61.36,56.80,57.88,5151300,17.03
2008-12-03,53.25,59.31,52.39,59.03,5872500,17.37
2008-12-02,51.89,55.42,50.35,55.09,6510300,16.21
2008-12-01,59.13,59.13,50.76,51.47,6439800,15.14
2008-11-28,59.91,61.50,59.37,60.75,1889700,17.87
2008-11-26,56.70,60.14,56.45,60.02,5472000,17.66
2008-11-25,60.06,60.21,54.36,58.20,6686700,17.12
2008-11-24,53.25,59.51,51.19,58.40,8499000,17.18
2008-11-21,51.38,52.56,45.52,52.10,10429200,15.33
2008-11-20,50.41,55.07,48.56,49.40,13295100,14.53
2008-11-19,53.41,53.85,50.16,50.98,8512800,15.00
2008-11-18,51.17,54.20,51.02,53.89,6367800,15.85
2008-11-17,52.34,54.61,51.00,51.16,5512800,15.05
2008-11-14,58.23,60.50,54.26,54.43,3984000,16.01
2008-11-13,53.60,59.52,50.38,59.49,7507500,17.50
2008-11-12,55.45,56.60,53.00,53.02,6823800,15.60
2008-11-11,59.61,60.00,55.01,56.47,8615100,16.61
2008-11-10,65.32,65.80,61.04,62.29,4129200,18.33
2008-11-07,61.54,64.54,60.67,64.42,3556500,18.95
2008-11-06,66.26,66.71,60.20,60.93,5731800,17.93
2008-11-05,71.55,72.46,66.69,66.94,3981900,19.69
2008-11-04,70.31,73.00,69.65,72.84,5139900,21.43
2008-11-03,67.57,69.73,67.34,68.67,3157800,20.20
2008-10-31,63.99,68.38,62.07,68.00,5853000,20.01
2008-10-30,64.20,66.04,62.23,64.68,4079400,19.03
2008-10-29,62.65,64.69,60.54,62.03,4947300,18.25
2008-10-28,56.38,63.26,53.98,62.76,7113000,18.46
2008-10-27,55.65,58.53,54.00,54.05,4947000,15.90
2008-10-24,53.95,56.80,49.30,55.48,7634100,16.32
2008-10-23,63.83,63.83,51.19,55.74,10138500,16.40
2008-10-22,65.00,65.00,60.25,62.04,6894600,18.25
2008-10-21,68.14,70.96,66.62,67.33,3460200,19.81
2008-10-20,65.64,70.39,65.64,70.19,3774300,20.65
2008-10-17,60.98,70.06,60.01,67.06,8498100,19.73
2008-10-16,64.46,64.89,56.76,63.01,9955500,18.54
2008-10-15,71.50,73.00,63.49,63.79,8753100,18.77
2008-10-14,75.42,79.77,71.84,73.10,8273400,21.51
2008-10-13,69.90,75.41,66.46,74.98,6568200,22.06
2008-10-10,58.45,66.53,53.07,65.01,11130900,19.13
2008-10-09,66.28,69.40,60.42,60.42,9022200,17.78
2008-10-08,67.49,73.78,66.11,66.16,8169300,19.46
2008-10-07,77.10,77.40,70.01,70.01,7638900,20.60
2008-10-06,82.10,86.99,74.76,76.76,6801300,22.58
2008-10-03,91.35,92.50,82.66,82.66,4013400,24.32
2008-10-02,92.25,92.50,87.53,87.89,2923800,25.86
2008-10-01,86.98,95.52,84.70,91.91,4009800,26.98
2008-09-30,85.51,93.91,85.50,88.13,4499100,25.87
2008-09-29,100.24,100.50,83.80,83.80,6473700,24.60
2008-09-26,95.28,99.82,91.52,98.80,3037200,29.00
2008-09-25,96.21,97.44,95.04,95.89,2482200,28.15
2008-09-24,95.96,98.21,94.06,95.00,3381300,27.89
2008-09-23,96.76,97.99,95.00,95.81,2520600,28.13
2008-09-22,105.54,109.00,94.62,96.77,6008400,28.41
2008-09-19,106.26,108.00,97.68,108.00,125700,31.70
2008-09-18,88.01,93.87,81.36,93.37,15837600,27.41
2008-09-17,91.98,93.47,87.00,89.40,12232800,26.24
2008-09-16,88.01,95.00,85.03,94.76,10699200,27.82
2008-09-15,91.19,95.62,89.30,89.30,9818100,26.21
2008-09-12,94.36,97.12,94.06,95.75,4862100,28.11
2008-09-11,93.63,96.10,92.16,95.87,10230000,28.14
2008-09-10,96.93,98.47,95.11,96.82,10762800,28.42
2008-09-09,103.81,104.92,97.65,97.78,8696700,28.70
2008-09-08,105.01,106.77,100.75,104.83,10313400,30.77
2008-09-05,100.00,100.85,97.77,100.67,6909600,29.55
2008-09-04,105.00,106.46,101.25,101.56,4811400,29.81
2008-09-03,104.79,106.00,103.52,105.77,3080400,31.05
2008-09-02,105.01,107.61,103.46,105.22,3182400,30.89
2008-08-29,104.55,105.74,103.70,104.50,2103000,30.68
2008-08-28,102.73,105.97,102.63,105.91,3419100,31.09
2008-08-27,99.30,102.12,99.23,101.98,2260800,29.94
2008-08-26,99.68,100.58,98.41,100.07,2277300,29.38
2008-08-25,101.43,101.63,99.91,99.97,3153600,29.35
2008-08-22,100.81,102.00,99.89,102.00,2484000,29.94
2008-08-21,97.78,100.26,97.35,99.65,2869800,29.25
