Date,Open,High,Low,Close,Volume,Adj Close
2010-06-02,68.46,69.41,67.60,69.28,1437700,69.28
2010-06-01,70.02,70.55,67.65,67.76,1666200,67.76
2010-05-28,72.59,72.59,69.87,70.33,2234900,70.33
2010-05-27,70.39,73.24,70.39,73.22,2077100,73.22
2010-05-26,69.72,71.62,68.54,68.69,5028100,68.69
2010-05-25,65.38,68.62,63.31,68.59,2242000,68.59
2010-05-24,66.91,68.46,66.53,67.32,1354300,67.32
2010-05-21,64.08,67.54,62.99,66.90,2229500,66.90
2010-05-20,66.36,66.81,64.10,64.73,1941300,64.73
2010-05-19,68.50,69.61,67.05,68.65,886700,68.65
2010-05-18,70.57,71.14,68.40,68.87,901600,68.87
2010-05-17,70.03,71.40,67.83,69.61,1418100,69.61
2010-05-14,69.59,70.33,68.59,70.00,1222500,70.00
2010-05-13,72.39,74.00,70.34,70.69,1508000,70.69
2010-05-12,70.23,73.15,70.09,72.85,1676500,72.85
2010-05-11,67.76,70.99,67.53,69.79,1738100,69.79
2010-05-10,66.50,68.57,66.00,68.57,1694200,68.57
2010-05-07,64.98,65.73,60.72,63.33,2383500,63.33
2010-05-06,68.93,69.69,60.50,65.74,2280500,65.74
2010-05-05,68.36,69.96,67.59,69.23,1461400,69.23
2010-05-04,69.54,70.25,68.95,69.33,1224400,69.33
2010-05-03,67.33,71.21,67.33,71.08,1599800,71.08
2010-04-30,70.63,71.30,68.40,68.43,1500300,68.43
2010-04-29,70.36,71.52,69.29,70.39,1297800,70.39
2010-04-28,70.10,70.38,68.48,69.57,741000,69.57
2010-04-27,70.00,70.84,68.47,69.61,1506700,69.61
2010-04-26,71.30,71.92,70.26,70.41,946300,70.41
2010-04-23,71.67,72.60,70.60,71.28,1719200,71.28
2010-04-22,65.17,71.80,65.02,71.79,4294400,71.79
2010-04-21,65.84,67.28,65.60,66.96,1736900,66.96
2010-04-20,66.01,66.65,65.51,65.96,1046700,65.96
2010-04-19,66.37,66.67,64.00,65.76,1249700,65.76
2010-04-16,66.90,67.25,65.38,66.25,916600,66.25
2010-04-15,67.40,67.77,66.31,67.13,927600,67.13
2010-04-14,65.31,67.69,65.31,67.34,1378600,67.34
2010-04-13,64.07,65.45,63.87,65.21,1593100,65.21
2010-04-12,64.93,65.17,63.68,63.99,977200,63.99
2010-04-09,63.86,64.92,63.48,64.76,764600,64.76
2010-04-08,64.11,64.36,62.25,63.92,1276600,63.92
2010-04-07,65.29,65.53,63.96,64.56,834600,64.56
2010-04-06,65.26,65.40,63.95,65.12,1145000,65.12
2010-04-05,62.70,65.69,62.70,65.29,1241700,65.29
2010-04-01,61.69,63.45,61.44,62.14,1021400,62.14
2010-03-31,62.19,62.89,61.51,61.63,740300,61.63
2010-03-30,62.76,63.29,61.89,62.47,666900,62.47
2010-03-29,62.70,63.05,62.20,62.62,558100,62.62
2010-03-26,62.91,63.72,61.98,62.56,723500,62.56
2010-03-25,64.51,65.10,62.65,62.65,1237600,62.65
2010-03-24,63.50,64.26,63.00,63.99,1113100,63.99
2010-03-23,62.88,63.68,62.14,63.60,901400,63.60
2010-03-22,61.66,63.03,61.03,62.78,825700,62.78
2010-03-19,63.28,63.29,60.86,61.75,2231500,61.75
2010-03-18,64.86,65.10,63.80,64.31,827300,64.31
2010-03-17,62.82,64.89,62.55,64.60,1454500,64.60
2010-03-16,63.04,63.17,62.15,62.51,865100,62.51
2010-03-15,62.99,63.27,62.25,63.07,647300,63.07
2010-03-12,63.99,64.00,62.37,63.10,1078800,63.10
2010-03-11,62.95,63.74,62.00,63.74,1432900,63.74
2010-03-10,62.44,63.48,61.56,62.67,1501700,62.67
2010-03-09,60.96,62.45,60.62,61.66,1411400,61.66
2010-03-08,61.45,62.06,60.77,60.88,1351900,60.88
2010-03-05,61.17,61.66,60.99,61.22,1163100,61.22
2010-03-04,61.27,61.80,60.16,60.70,1243700,60.70
2010-03-03,59.75,61.93,59.70,61.32,2957700,61.32
2010-03-02,58.41,60.23,58.29,59.69,2586300,59.69
2010-03-01,56.11,58.48,56.00,58.25,2144300,58.25
2010-02-26,55.37,55.84,55.00,55.80,995800,55.80
2010-02-25,54.81,55.38,54.12,55.37,874300,55.37
2010-02-24,54.38,56.16,53.98,55.57,1087000,55.57
2010-02-23,54.44,54.89,53.51,54.33,627400,54.33
2010-02-22,55.34,55.50,54.62,54.90,742400,54.90
2010-02-19,54.54,55.57,54.37,54.94,1079300,54.94
2010-02-18,53.60,54.79,53.09,54.68,964900,54.68
2010-02-17,53.43,53.94,52.95,53.77,1045900,53.77
2010-02-16,53.68,53.92,52.87,53.57,707000,53.57
2010-02-12,53.25,53.97,52.20,53.35,1535800,53.35
2010-02-11,49.85,53.80,49.76,53.71,2496200,53.71
2010-02-10,49.98,50.43,49.63,49.96,941000,49.96
2010-02-09,49.11,50.46,49.11,50.25,1492000,50.25
2010-02-08,48.51,49.69,48.49,48.52,1021800,48.52
2010-02-05,48.94,48.94,47.11,48.43,1661500,48.43
2010-02-04,49.93,50.22,48.31,48.36,1235800,48.36
2010-02-03,50.25,51.47,49.77,50.46,1419700,50.46
2010-02-02,48.41,50.82,47.84,50.48,1752100,50.48
2010-02-01,49.53,50.41,49.33,50.39,1063000,50.39
2010-01-29,51.00,51.49,49.27,49.43,1532500,49.43
2010-01-28,51.52,51.73,49.64,50.72,2151800,50.72
2010-01-27,52.26,52.65,51.10,51.63,1406700,51.63
2010-01-26,53.26,53.59,52.27,52.39,1462200,52.39
2010-01-25,52.63,53.70,51.86,53.48,1368900,53.48
2010-01-22,54.72,54.94,51.90,52.28,1734600,52.28
2010-01-21,55.38,56.19,53.07,54.61,3792600,54.61
2010-01-20,52.21,53.11,51.50,53.01,1578200,53.01
2010-01-19,51.48,52.73,51.25,52.33,943900,52.33
2010-01-15,51.93,52.80,51.13,51.39,684900,51.39
2010-01-14,52.30,53.00,51.66,52.14,586000,52.14
2010-01-13,51.02,52.71,51.02,52.39,803900,52.39
2010-01-12,52.14,52.49,50.40,51.02,956200,51.02
2010-01-11,53.57,53.60,52.19,52.45,514500,52.45
2010-01-08,52.17,52.96,51.88,52.96,457600,52.96
2010-01-07,52.75,53.05,51.60,52.23,954700,52.23
2010-01-06,52.20,53.32,52.20,52.76,1405000,52.76
2010-01-05,53.28,53.49,51.57,52.52,2143400,52.52
2010-01-04,53.35,54.47,53.35,53.98,674900,53.98
2009-12-31,53.10,53.59,52.60,52.97,672500,52.97
2009-12-30,51.87,53.05,51.84,52.97,487200,52.97
2009-12-29,52.37,52.37,51.93,52.06,551300,52.06
2009-12-28,52.74,52.84,52.19,52.34,527300,52.34
2009-12-24,52.59,52.87,52.40,52.45,220700,52.45
2009-12-23,52.15,52.79,52.11,52.59,706200,52.59
2009-12-22,51.84,52.58,51.49,52.36,781000,52.36
2009-12-21,50.15,52.40,50.15,51.84,1276400,51.84
2009-12-18,50.34,50.48,49.22,49.95,1216200,49.95
2009-12-17,49.98,50.36,49.50,50.02,582800,50.02
2009-12-16,51.45,51.96,50.19,50.31,1206900,50.31
2009-12-15,51.40,51.50,50.78,51.02,729700,51.02
2009-12-14,50.49,51.60,50.25,51.51,1306900,51.51
2009-12-11,51.34,51.55,49.87,50.05,2596600,50.05
2009-12-10,52.20,53.07,52.09,52.56,1276400,52.56
2009-12-09,51.10,52.20,50.34,52.08,1389200,52.08
2009-12-08,51.49,52.17,51.09,51.30,1146600,51.30
2009-12-07,50.61,52.30,50.27,51.72,1733300,51.72
2009-12-04,49.74,50.85,49.19,50.64,1470700,50.64
2009-12-03,49.20,49.99,48.91,49.18,905300,49.18
2009-12-02,49.08,50.00,48.82,49.17,1391200,49.17
2009-12-01,47.44,49.28,47.39,49.14,1367700,49.14
2009-11-30,47.65,48.05,46.83,47.03,2430200,47.03
2009-11-27,47.23,48.23,46.69,47.73,448200,47.73
2009-11-25,48.12,48.69,48.12,48.46,528600,48.46
2009-11-24,48.20,48.25,47.41,48.03,926100,48.03
2009-11-23,47.29,48.29,47.29,48.27,864200,48.27
2009-11-20,47.13,47.30,46.10,46.91,1387300,46.91
2009-11-19,49.15,49.20,47.91,48.37,802600,48.37
2009-11-18,49.51,49.64,48.68,49.30,1039800,49.30
2009-11-17,49.88,50.61,49.02,49.76,1228000,49.76
2009-11-16,49.76,50.45,49.50,49.88,1554300,49.88
2009-11-13,47.58,49.48,47.00,49.26,1924000,49.26
2009-11-12,46.11,47.93,46.11,47.28,917000,47.28
2009-11-11,47.80,48.42,47.28,47.83,750800,47.83
2009-11-10,47.50,48.21,47.22,47.31,795600,47.31
2009-11-09,47.28,48.15,47.19,47.88,751000,47.88
2009-11-06,46.74,48.00,46.63,47.12,1150400,47.12
2009-11-05,45.73,47.20,45.73,47.19,1669500,47.19
2009-11-04,45.96,46.00,45.12,45.34,1489800,45.34
2009-11-03,44.06,45.87,44.06,45.76,1397000,45.76
2009-11-02,43.50,45.20,43.50,44.79,2270900,44.79
2009-10-30,46.48,46.79,44.76,44.89,1518700,44.89
2009-10-29,45.71,46.64,45.28,46.49,1388600,46.49
2009-10-28,45.62,46.54,45.33,45.34,1457200,45.34
2009-10-27,47.66,47.76,45.73,45.98,1602400,45.98
2009-10-26,48.00,49.00,47.55,47.67,1960000,47.67
2009-10-23,48.20,48.73,47.57,48.22,2162000,48.22
2009-10-22,46.28,48.50,44.31,48.00,8558700,48.00
2009-10-21,42.01,42.30,41.48,41.53,2721500,41.53
2009-10-20,42.86,43.13,41.95,42.13,1099600,42.13
2009-10-19,42.54,43.27,42.29,42.95,1319700,42.95
2009-10-16,42.41,42.85,41.82,42.63,2181800,42.63
2009-10-15,43.70,43.74,42.97,43.58,1192800,43.58
2009-10-14,43.46,44.19,42.75,43.94,2664700,43.94
2009-10-13,42.40,42.98,41.83,42.65,2183100,42.65
2009-10-12,41.20,42.07,41.09,41.68,1257000,41.68
2009-10-09,40.49,41.41,40.40,41.29,1067900,41.29
2009-10-08,40.70,40.94,40.47,40.66,1303600,40.66
2009-10-07,39.74,40.66,39.63,40.63,1455400,40.63
2009-10-06,39.41,40.04,39.26,40.00,1273500,40.00
2009-10-05,38.76,39.55,38.68,39.25,1169000,39.25
2009-10-02,38.49,39.52,37.93,38.58,1767000,38.58
2009-10-01,39.62,39.65,38.54,38.55,1531400,38.55
2009-09-30,38.71,40.17,37.62,39.63,2809000,39.63
2009-09-29,39.20,39.47,38.35,38.49,1076100,38.49
2009-09-28,38.73,39.67,38.34,39.23,829400,39.23
2009-09-25,38.35,38.78,38.07,38.50,805400,38.50
2009-09-24,39.16,39.45,37.89,38.39,1547300,38.39
2009-09-23,39.50,39.93,38.97,38.99,1049300,38.99
2009-09-22,39.41,39.78,38.96,39.32,766200,39.32
2009-09-21,38.81,39.33,38.57,39.22,861500,39.22
2009-09-18,38.84,39.35,38.59,38.89,1583100,38.89
2009-09-17,38.62,38.97,38.39,38.65,876400,38.65
2009-09-16,39.07,39.27,38.60,38.79,933600,38.79
2009-09-15,38.88,39.27,38.58,39.06,1087000,39.06
2009-09-14,38.70,39.22,38.52,39.03,594500,39.03
2009-09-11,39.31,39.45,38.90,38.97,887000,38.97
2009-09-10,38.92,39.76,38.58,39.43,1217600,39.43
2009-09-09,38.20,39.29,38.08,38.84,2215200,38.84
2009-09-08,37.51,37.93,37.04,37.48,1071000,37.48
2009-09-04,36.93,37.74,36.85,37.30,1179300,37.30
2009-09-03,35.82,37.13,35.68,37.08,2663700,37.08
2009-09-02,33.88,35.48,33.61,35.43,3089000,35.43
2009-09-01,34.46,35.20,33.82,33.95,1319500,33.95
2009-08-31,35.00,35.00,34.27,34.50,1363000,34.50
2009-08-28,34.56,35.35,34.56,35.13,1725200,35.13
2009-08-27,34.03,34.55,33.43,34.46,1291900,34.46
2009-08-26,34.29,34.97,33.97,34.05,1257800,34.05
2009-08-25,34.17,34.66,33.72,34.24,1946700,34.24
2009-08-24,34.98,35.08,33.70,34.21,3275300,34.21
2009-08-21,35.83,36.09,34.42,35.02,2934500,35.02
2009-08-20,35.15,35.64,34.89,35.56,656500,35.56
2009-08-19,34.55,35.26,34.32,35.09,932300,35.09
2009-08-18,34.51,35.00,34.09,34.94,1091200,34.94
2009-08-17,35.41,35.49,34.16,34.40,1520900,34.40
2009-08-14,36.06,36.43,35.43,35.86,1305700,35.86
2009-08-13,37.01,37.04,35.94,36.25,1374200,36.25
2009-08-12,36.06,37.03,35.70,36.78,1775000,36.78
2009-08-11,35.96,36.58,35.85,36.28,1364300,36.28
2009-08-10,36.75,36.90,35.79,35.93,1335500,35.93
2009-08-07,36.94,37.14,36.59,36.79,1015100,36.79
2009-08-06,37.50,37.66,36.36,36.57,1041300,36.57
2009-08-05,37.84,37.92,36.72,37.49,1451700,37.49
2009-08-04,37.75,38.59,37.69,38.02,1761800,38.02
2009-08-03,36.31,38.01,36.24,37.92,1732700,37.92
2009-07-31,37.18,37.40,36.48,37.12,1960000,37.12
2009-07-30,37.99,38.28,36.99,37.38,2669400,37.38
2009-07-29,36.24,37.91,36.24,37.74,1989800,37.74
2009-07-28,36.94,37.40,36.02,36.56,1901200,36.56
2009-07-27,37.37,37.66,36.50,37.11,1057800,37.11
2009-07-24,37.44,37.83,36.59,37.49,2021200,37.49
2009-07-23,37.92,38.80,36.38,37.52,5392100,37.52
2009-07-22,36.60,37.01,35.74,35.83,3591500,35.83
2009-07-21,37.07,37.25,36.02,37.07,3007600,37.07
2009-07-20,35.75,37.13,35.75,37.04,3323100,37.04
2009-07-17,35.77,35.80,34.97,35.72,1647700,35.72
2009-07-16,34.86,35.94,34.62,35.80,1739600,35.80
2009-07-15,34.49,35.49,34.40,35.07,2101400,35.07
2009-07-14,34.05,34.40,33.61,34.29,1617700,34.29
2009-07-13,33.59,34.19,32.67,34.17,1916400,34.17
2009-07-10,33.02,33.94,32.94,33.52,2030100,33.52
2009-07-09,33.41,33.74,32.82,33.03,1584300,33.03
2009-07-08,32.84,33.64,32.55,33.37,2453800,33.37
2009-07-07,33.78,34.26,32.47,32.54,1721600,32.54
2009-07-06,33.71,34.23,33.41,34.02,1642600,34.02
2009-07-02,34.31,34.31,33.52,33.90,1229100,33.90
2009-07-01,34.84,35.39,34.61,34.71,1287700,34.71
2009-06-30,35.02,35.60,34.30,34.61,1610500,34.61
2009-06-29,35.65,35.75,34.90,34.95,1566500,34.95
2009-06-26,34.15,35.92,34.01,35.71,2720700,35.71
2009-06-25,33.25,34.51,33.07,34.15,1529300,34.15
2009-06-24,33.08,33.75,33.08,33.29,1323900,33.29
2009-06-23,32.96,33.50,32.54,33.28,1718600,33.28
2009-06-22,34.12,34.41,32.76,32.81,1864800,32.81
2009-06-19,34.50,34.77,34.00,34.17,1596900,34.17
2009-06-18,34.74,34.90,33.90,34.10,1757100,34.10
2009-06-17,34.24,35.21,34.00,34.73,1697000,34.73
2009-06-16,34.79,35.26,34.03,34.03,2018200,34.03
2009-06-15,34.62,34.98,34.10,34.47,1858200,34.47
2009-06-12,35.07,35.50,34.48,35.12,1879400,35.12
2009-06-11,33.30,36.28,33.22,35.46,4113200,35.46
2009-06-10,33.82,34.57,32.90,33.28,1736800,33.28
2009-06-09,33.62,34.02,32.82,33.87,2583300,33.87
2009-06-08,33.60,33.65,32.51,33.34,3260600,33.34
2009-06-05,33.28,34.30,33.28,33.94,2174100,33.94
2009-06-04,33.24,33.67,32.92,33.26,1748300,33.26
2009-06-03,33.18,33.64,32.42,33.03,2034400,33.03
2009-06-02,33.00,33.85,32.81,33.36,2900600,33.36
2009-06-01,31.81,33.40,31.47,33.04,3177200,33.04
2009-05-29,31.44,31.80,30.80,31.76,2052400,31.76
2009-05-28,30.42,31.23,30.16,31.15,1876100,31.15
2009-05-27,30.24,30.98,29.96,30.03,2429000,30.03
2009-05-26,30.10,30.80,29.66,30.25,3002300,30.25
2009-05-22,30.19,31.45,30.00,30.05,3959900,30.05
2009-05-21,28.62,30.16,28.59,30.10,4502400,30.10
2009-05-20,28.47,30.00,28.24,29.83,3674700,29.83
2009-05-19,26.32,28.48,26.32,28.13,1913200,28.13
2009-05-18,25.68,26.90,25.62,26.90,1321900,26.90
2009-05-15,26.43,26.86,26.28,26.35,1113900,26.35
2009-05-14,26.44,26.58,25.98,26.30,1252500,26.30
2009-05-13,26.80,26.88,26.07,26.14,1641500,26.14
2009-05-12,28.35,28.59,26.79,27.09,1710500,27.09
2009-05-11,27.97,28.59,27.48,28.22,1306300,28.22
2009-05-08,28.79,28.88,27.79,27.98,1706400,27.98
2009-05-07,29.10,29.53,27.99,28.25,1499700,28.25
2009-05-06,28.41,29.15,28.00,29.07,1678100,29.07
2009-05-05,28.12,28.67,27.98,28.43,1667400,28.43
2009-05-04,26.04,28.54,26.04,28.53,1823900,28.53
2009-05-01,26.90,27.89,26.90,27.83,1595200,27.83
2009-04-30,27.70,28.49,27.20,27.27,1627500,27.27
2009-04-29,27.02,28.14,26.83,27.67,1648900,27.67
2009-04-28,26.50,27.35,26.13,26.98,1240600,26.98
2009-04-27,26.03,27.07,26.01,26.67,2094300,26.67
2009-04-24,25.40,26.97,25.25,26.70,2692000,26.70
2009-04-23,25.01,25.95,24.58,25.76,4759100,25.76
2009-04-22,26.83,28.20,26.83,26.94,2571900,26.94
2009-04-21,25.85,27.18,25.85,27.16,2046300,27.16
2009-04-20,26.89,26.89,25.77,25.85,1210900,25.85
2009-04-17,26.56,26.95,26.28,26.70,971400,26.70
2009-04-16,26.31,26.70,25.77,26.61,1683200,26.61
2009-04-15,25.86,26.30,25.77,26.18,1565800,26.18
2009-04-14,26.52,26.80,26.21,26.26,2639500,26.26
2009-04-13,26.33,26.80,25.83,26.64,2672500,26.64
2009-04-09,24.78,27.01,24.67,26.90,3700000,26.90
2009-04-08,24.15,24.99,23.75,24.53,4506300,24.53
2009-04-07,22.66,22.88,22.36,22.54,2055800,22.54
2009-04-06,22.98,23.22,22.63,23.09,1168800,23.09
2009-04-03,22.12,23.25,22.12,23.10,2301400,23.10
2009-04-02,21.75,22.76,21.29,22.02,2098000,22.02
2009-04-01,20.86,21.58,20.51,21.49,1677400,21.49
2009-03-31,21.77,21.77,20.80,20.95,2911100,20.95
2009-03-30,21.60,21.65,20.73,21.25,2700200,21.25
2009-03-27,21.49,22.59,21.47,22.24,2405600,22.24
2009-03-26,21.05,22.12,20.75,21.87,2657200,21.87
2009-03-25,21.16,21.49,20.39,20.98,1319300,20.98
2009-03-24,21.23,21.50,20.93,21.08,1148500,21.08
2009-03-23,21.09,21.65,20.42,21.62,2634100,21.62
2009-03-20,20.96,21.05,20.46,20.61,2373600,20.61
2009-03-19,20.81,21.05,20.39,20.92,1952300,20.92
2009-03-18,19.96,21.29,19.76,20.76,2881400,20.76
2009-03-17,19.33,20.04,19.16,20.02,1453700,20.02
2009-03-16,20.26,20.32,19.22,19.24,1666700,19.24
2009-03-13,20.68,20.84,19.86,20.02,2062500,20.02
2009-03-12,19.93,20.73,19.88,20.60,2107700,20.60
2009-03-11,19.89,20.39,19.67,20.01,1391600,20.01
2009-03-10,18.96,19.93,18.92,19.93,1595300,19.93
2009-03-09,18.61,19.10,18.41,18.57,2006000,18.57
2009-03-06,19.50,19.55,18.50,18.75,2261000,18.75
2009-03-05,19.69,19.99,19.18,19.25,1746800,19.25
2009-03-04,20.09,20.36,19.91,19.98,2075100,19.98
2009-03-03,19.65,20.26,19.32,19.95,2572500,19.95
2009-03-02,19.80,20.03,19.26,19.56,1907000,19.56
2009-02-27,19.93,20.55,19.77,20.00,1898800,20.00
2009-02-26,21.17,21.74,20.36,20.41,2142200,20.41
2009-02-25,20.17,21.23,19.88,20.86,1935000,20.86
2009-02-24,19.28,20.45,19.25,20.31,2243200,20.31
2009-02-23,19.85,20.20,19.14,19.19,1662400,19.19
2009-02-20,20.19,20.34,19.52,19.95,1769100,19.95
2009-02-19,21.16,21.35,20.34,20.37,1211800,20.37
2009-02-18,21.36,21.61,20.77,20.95,1130500,20.95
2009-02-17,21.77,21.90,21.22,21.29,1270400,21.29
2009-02-13,22.44,22.85,22.01,22.18,1303500,22.18
2009-02-12,22.35,22.50,21.84,22.36,2000700,22.36
2009-02-11,22.79,23.29,22.08,22.35,1488000,22.35
2009-02-10,23.60,23.92,22.66,22.78,1473100,22.78
2009-02-09,23.39,23.92,23.21,23.87,1174000,23.87
2009-02-06,22.92,23.85,22.77,23.66,1841200,23.66
2009-02-05,21.87,23.18,21.66,23.00,1768300,23.00
2009-02-04,22.08,22.85,21.81,22.27,1914900,22.27
2009-02-03,22.17,22.17,21.35,22.00,1666200,22.00
2009-02-02,21.39,22.46,21.36,22.12,2241000,22.12
2009-01-30,23.07,23.22,22.11,22.17,1549900,22.17
2009-01-29,23.25,23.49,22.76,22.89,1530100,22.89
2009-01-28,23.58,24.00,23.42,23.80,1249800,23.80
2009-01-27,23.76,24.20,23.05,23.37,2345700,23.37
2009-01-26,23.41,24.51,23.33,23.80,3265300,23.80
2009-01-23,22.36,23.59,22.06,23.25,3105800,23.25
2009-01-22,22.57,23.44,22.10,22.85,4710500,22.85
2009-01-21,21.65,22.41,21.10,22.00,4291700,22.00
2009-01-20,22.29,22.58,21.47,21.51,2576400,21.51
2009-01-16,22.58,23.39,22.03,22.55,3158200,22.55
2009-01-15,22.22,23.47,22.09,23.20,2362600,23.20
2009-01-14,22.48,22.72,22.17,22.26,2503400,22.26
2009-01-13,23.01,23.33,22.54,22.72,2421900,22.72
2009-01-12,23.93,23.96,23.05,23.22,2703700,23.22
2009-01-09,24.19,24.55,23.41,24.07,2570700,24.07
2009-01-08,23.75,24.13,23.12,24.12,2408500,24.12
2009-01-07,22.95,23.76,22.72,23.50,5994500,23.50
2009-01-06,22.58,23.27,21.80,22.50,4277200,22.50
2009-01-05,23.20,23.40,22.58,22.79,1859100,22.79
2009-01-02,22.85,23.34,22.44,23.22,2357800,23.22
2008-12-31,22.67,23.43,22.33,22.86,2470000,22.86
2008-12-30,21.37,22.65,21.27,22.52,2619600,22.52
2008-12-29,22.13,22.34,21.20,21.41,1897700,21.41
2008-12-26,22.00,22.43,21.82,22.25,966500,22.25
2008-12-24,21.62,22.00,21.54,21.85,778100,21.85
2008-12-23,21.40,21.65,21.16,21.52,1027900,21.52
2008-12-22,21.74,21.75,20.74,21.17,1225100,21.17
2008-12-19,22.21,22.43,21.51,21.75,1721500,21.75
2008-12-18,22.81,22.81,21.77,22.13,1648200,22.13
2008-12-17,21.52,22.85,21.50,22.66,1892200,22.66
2008-12-16,20.55,22.21,20.49,22.06,2542300,22.06
2008-12-15,22.88,22.88,21.34,21.77,1716800,21.77
2008-12-12,22.20,22.99,21.74,22.80,1517900,22.80
2008-12-11,22.95,23.30,22.06,22.22,1677300,22.22
2008-12-10,23.65,23.71,22.19,23.18,3269700,23.18
2008-12-09,24.15,24.39,23.30,23.41,2191200,23.41
2008-12-08,23.63,24.48,23.30,24.14,2653500,24.14
2008-12-05,22.11,23.47,21.49,23.38,2316300,23.38
2008-12-04,22.55,23.50,21.76,22.27,2541500,22.27
2008-12-03,22.23,23.88,22.16,23.81,2373300,23.81
2008-12-02,23.00,23.32,22.02,22.92,2258300,22.92
2008-12-01,24.16,24.82,22.44,22.53,3280600,22.53
2008-11-28,25.19,25.70,24.80,24.90,1021800,24.90
2008-11-26,23.66,25.72,23.23,25.55,2597400,25.55
2008-11-25,23.96,24.25,22.58,24.12,2703300,24.12
2008-11-24,22.25,23.85,20.26,23.53,2715500,23.53
2008-11-21,21.50,22.35,20.47,22.32,2488900,22.32
2008-11-20,21.01,22.87,20.76,20.78,2979700,20.78
2008-11-19,22.15,22.35,21.09,21.37,2313300,21.37
2008-11-18,22.50,23.11,21.44,22.11,2322100,22.11
2008-11-17,22.28,23.46,21.68,22.36,2088700,22.36
2008-11-14,21.49,23.31,21.25,22.50,2889000,22.50
2008-11-13,21.45,22.73,20.35,22.17,3493500,22.17
2008-11-12,22.09,23.00,21.28,21.47,1731200,21.47
2008-11-11,22.03,23.31,21.50,22.71,2515000,22.71
2008-11-10,24.49,24.52,22.07,22.15,2201900,22.15
2008-11-07,22.94,23.80,22.52,23.78,1550100,23.78
2008-11-06,22.22,23.12,22.22,22.53,2008200,22.53
2008-11-05,24.70,24.72,23.01,23.18,2376800,23.18
2008-11-04,24.49,25.92,23.84,24.75,3706500,24.75
2008-11-03,23.30,24.62,23.30,24.15,2549200,24.15
2008-10-31,24.74,25.30,24.21,24.82,2979400,24.82
2008-10-30,25.33,26.12,24.53,24.99,2020300,24.99
2008-10-29,25.03,26.10,24.54,24.85,3212400,24.85
2008-10-28,23.85,25.14,23.22,24.94,3853200,24.94
2008-10-27,21.48,24.00,21.31,22.93,4121300,22.93
2008-10-24,20.69,23.19,19.72,22.07,3963100,22.07
2008-10-23,22.70,22.70,20.43,21.75,6196700,21.75
2008-10-22,19.09,20.25,18.98,19.78,2171500,19.78
2008-10-21,20.00,20.75,19.21,19.74,1969500,19.74
2008-10-20,20.26,20.88,19.30,20.85,1491300,20.85
2008-10-17,19.40,20.55,18.83,19.80,3091000,19.80
2008-10-16,18.59,20.13,17.75,19.92,3098500,19.92
2008-10-15,20.07,20.18,18.00,18.40,1680900,18.40
2008-10-14,21.26,22.00,19.81,20.41,2591800,20.41
2008-10-13,21.00,21.52,20.57,21.44,3025800,21.44
2008-10-10,20.50,22.49,19.49,20.50,4967900,20.50
2008-10-09,22.17,23.38,21.00,21.25,2742400,21.25
2008-10-08,21.50,22.50,20.32,21.72,4612000,21.72
2008-10-07,22.78,23.10,21.54,21.95,5264100,21.95
2008-10-06,20.59,21.66,19.63,21.50,3290900,21.50
2008-10-03,21.54,22.74,20.81,21.00,2079900,21.00
2008-10-02,23.08,23.11,21.70,21.97,2077200,21.97
2008-10-01,23.96,24.20,22.57,23.17,1835500,23.17
2008-09-30,22.33,23.61,22.23,23.38,2475900,23.38
2008-09-29,22.96,23.04,21.00,21.70,3594000,21.70
2008-09-26,21.86,24.06,21.84,23.84,3564800,23.84
2008-09-25,22.10,22.82,21.64,22.52,4626600,22.52
2008-09-24,22.82,23.25,21.65,21.85,7997500,21.85
2008-09-23,25.52,27.25,23.71,24.11,3870500,24.11
2008-09-22,27.69,27.80,25.44,25.63,2286400,25.63
2008-09-19,26.79,30.45,26.79,27.35,5517100,27.35
2008-09-18,27.30,28.15,24.41,25.94,7152200,25.94
2008-09-17,28.58,29.28,27.37,27.42,2548600,27.42
2008-09-16,29.35,29.71,27.72,29.26,3939800,29.26
2008-09-15,30.79,31.49,29.80,30.23,3173900,30.23
2008-09-12,31.60,32.60,31.21,32.18,3834700,32.18
2008-09-11,30.10,31.63,29.71,31.04,2212900,31.04
2008-09-10,31.83,31.83,30.50,30.67,3390200,30.67
2008-09-09,32.31,32.89,31.15,31.39,2752000,31.39
2008-09-08,31.51,32.56,31.21,32.36,2648100,32.36
2008-09-05,30.51,31.47,30.05,31.19,3663300,31.19
2008-09-04,32.79,33.01,30.72,30.79,2932600,30.79
2008-09-03,32.95,33.91,32.88,33.50,1850700,33.50
2008-09-02,34.64,34.94,32.89,33.38,1061700,33.38
2008-08-29,34.40,34.76,33.88,34.11,932000,34.11
2008-08-28,33.87,34.87,33.69,34.70,2035600,34.70
2008-08-27,33.44,33.98,33.08,33.57,899700,33.57
2008-08-26,33.27,33.65,33.00,33.45,944100,33.45
2008-08-25,33.46,33.94,33.09,33.18,688400,33.18
2008-08-22,33.20,34.10,33.06,33.83,844100,33.83
2008-08-21,33.45,33.63,32.95,33.47,793700,33.47
2008-08-20,33.60,33.93,32.68,33.58,1340200,33.58
2008-08-19,34.52,34.81,33.15,33.49,2229800,33.49
2008-08-18,35.46,35.68,34.28,34.84,1546000,34.84
2008-08-15,35.23,35.84,34.78,35.20,2074600,35.20
2008-08-14,35.00,35.58,34.79,34.99,1347800,34.99
