Date,Open,High,Low,Close,Volume,Adj Close
2010-04-23,369.33,370.89,363.76,364.98,481700,364.98
2010-04-22,364.00,373.66,360.50,368.73,687900,368.73
2010-04-21,364.78,370.71,362.00,365.98,802300,365.98
2010-04-20,363.98,368.74,362.71,366.68,597200,366.68
2010-04-19,360.59,369.69,355.20,361.98,1028800,361.98
2010-04-16,379.00,392.99,359.87,360.39,2466200,360.39
2010-04-15,385.09,393.92,378.81,388.01,1610400,388.01
2010-04-14,370.00,384.55,369.02,383.95,1248600,383.95
2010-04-13,354.38,369.80,354.01,367.43,1576400,367.43
2010-04-12,352.75,354.50,350.59,354.21,549700,354.21
2010-04-09,342.00,351.14,340.26,350.62,680400,350.62
2010-04-08,331.26,340.66,330.05,340.10,669200,340.10
2010-04-07,344.00,344.50,331.80,333.37,845600,333.37
2010-04-06,344.84,346.00,342.90,343.30,458000,343.30
2010-04-05,352.50,353.99,344.50,345.80,483700,345.80
2010-04-01,351.79,352.34,345.97,349.60,277300,349.60
2010-03-31,348.80,350.00,345.05,348.13,270300,348.13
2010-03-30,349.43,351.00,341.90,348.91,369400,348.91
2010-03-29,342.10,348.50,340.20,347.79,443800,347.79
2010-03-26,342.06,345.20,338.52,342.00,464200,342.00
2010-03-25,347.37,347.69,341.48,342.06,517100,342.06
2010-03-24,349.11,349.31,343.43,346.12,457100,346.12
2010-03-23,348.53,349.77,344.22,348.97,443700,348.97
2010-03-22,346.00,349.98,340.68,347.80,580500,347.80
2010-03-19,356.70,360.00,347.19,349.18,875000,349.18
2010-03-18,356.68,357.49,352.69,353.59,299200,353.59
2010-03-17,356.50,359.00,354.23,356.18,402400,356.18
2010-03-16,357.69,358.55,354.15,355.51,288800,355.51
2010-03-15,357.50,361.99,353.74,356.00,315200,356.00
2010-03-12,357.92,362.30,355.76,358.90,398900,358.90
2010-03-11,357.00,358.68,354.00,357.80,239100,357.80
2010-03-10,356.00,360.00,354.58,357.44,302800,357.44
2010-03-09,353.66,358.88,352.25,355.66,255000,355.66
2010-03-08,356.62,359.25,355.62,355.97,220900,355.97
2010-03-05,353.10,359.64,352.51,358.40,341100,358.40
2010-03-04,358.36,359.48,350.50,354.49,581000,354.49
2010-03-03,363.37,367.00,361.02,362.80,454000,362.80
2010-03-02,357.80,366.50,355.77,361.30,654700,361.30
2010-03-01,349.98,359.15,349.08,358.63,547400,358.63
2010-02-26,345.18,349.00,341.68,347.14,346800,347.14
2010-02-25,339.70,344.14,335.47,343.81,373600,343.81
2010-02-24,343.29,345.27,341.01,344.21,331400,344.21
2010-02-23,347.49,349.00,341.66,342.68,381900,342.68
2010-02-22,348.99,349.24,344.02,346.99,383500,346.99
2010-02-19,342.18,349.50,342.18,346.52,605700,346.52
2010-02-18,340.95,344.90,339.16,344.75,435000,344.75
2010-02-17,336.77,341.18,335.51,341.15,619700,341.15
2010-02-16,333.48,335.29,330.40,334.30,375600,334.30
2010-02-12,326.01,332.95,324.50,331.82,421500,331.82
2010-02-11,320.79,330.00,320.66,329.77,422500,329.77
2010-02-10,326.84,327.41,318.11,321.95,373500,321.95
2010-02-09,328.00,329.74,324.14,326.84,329300,326.84
2010-02-08,325.50,328.69,321.96,323.95,373000,323.95
2010-02-05,321.75,326.45,315.52,325.41,772700,325.41
2010-02-04,332.24,333.71,321.20,321.20,567400,321.20
2010-02-03,334.00,337.09,331.11,332.24,505700,332.24
2010-02-02,328.46,337.88,326.63,335.59,475300,335.59
2010-02-01,328.36,331.21,323.73,328.65,480000,328.65
2010-01-29,335.08,337.00,326.87,328.06,644400,328.06
2010-01-28,337.42,340.95,333.34,335.01,549300,335.01
2010-01-27,333.62,339.94,333.52,339.21,549600,339.21
2010-01-26,334.66,340.00,333.11,335.45,703100,335.45
2010-01-25,340.64,342.63,337.00,338.51,658100,338.51
2010-01-22,328.75,346.29,328.51,340.35,2665800,340.35
2010-01-21,308.80,311.99,301.65,304.49,1202800,304.49
2010-01-20,312.10,312.54,302.89,308.99,865900,308.99
2010-01-19,307.00,317.20,307.00,310.81,694300,310.81
2010-01-15,308.90,310.00,305.29,308.58,547600,308.58
2010-01-14,305.76,309.75,305.46,308.00,306700,308.00
2010-01-13,305.60,308.17,301.29,306.04,435800,306.04
2010-01-12,309.37,309.66,302.78,304.39,443500,304.39
2010-01-11,308.96,312.50,307.40,311.29,317200,311.29
2010-01-08,310.67,312.70,308.49,308.96,295300,308.96
2010-01-07,310.72,314.00,309.42,310.67,294600,310.67
2010-01-06,305.45,312.79,305.45,311.84,555100,311.84
2010-01-05,308.01,309.92,304.00,307.38,410100,307.38
2010-01-04,307.20,309.09,305.80,308.77,337100,308.77
2009-12-31,307.64,307.83,303.32,303.43,217500,303.43
2009-12-30,306.36,308.00,305.50,305.94,252500,305.94
2009-12-29,308.29,308.50,306.14,306.58,269800,306.58
2009-12-28,305.87,309.09,305.50,306.51,243600,306.51
2009-12-24,302.18,305.91,300.35,305.87,153100,305.87
2009-12-23,298.50,303.25,295.50,302.18,539500,302.18
2009-12-22,291.71,298.00,290.30,297.52,439700,297.52
2009-12-21,289.62,291.38,284.46,290.57,570100,290.57
2009-12-18,293.64,294.84,287.62,289.17,642800,289.17
2009-12-17,293.39,295.72,290.48,292.26,296400,292.26
2009-12-16,293.77,295.86,293.62,294.22,333800,294.22
2009-12-15,290.22,295.27,290.07,292.12,330000,292.12
2009-12-14,291.81,295.78,291.81,292.91,398300,292.91
2009-12-11,292.70,294.47,290.21,292.29,294000,292.29
2009-12-10,287.16,292.89,287.00,291.89,400800,291.89
2009-12-09,287.50,288.34,282.27,287.16,372300,287.16
2009-12-08,285.22,288.02,283.89,287.03,966600,287.03
2009-12-07,289.00,293.35,286.59,288.55,302100,288.55
2009-12-04,293.00,294.73,286.87,292.00,524600,292.00
2009-12-03,287.44,294.20,286.00,288.66,637200,288.66
2009-12-02,283.67,289.52,283.57,287.64,337900,287.64
2009-12-01,282.00,285.21,281.51,284.90,427900,284.90
2009-11-30,279.37,281.14,276.82,280.54,379400,280.54
2009-11-27,274.34,281.86,274.00,280.11,306500,280.11
2009-11-25,280.05,283.09,278.24,282.65,349900,282.65
2009-11-24,281.40,281.40,277.76,278.85,344500,278.85
2009-11-23,278.08,283.06,277.23,280.80,467400,280.80
2009-11-20,277.05,281.68,273.15,276.44,791700,276.44
2009-11-19,277.01,279.91,275.69,278.68,480700,278.68
2009-11-18,279.80,283.00,276.37,279.63,507000,279.63
2009-11-17,278.02,281.69,276.07,281.58,388500,281.58
2009-11-16,275.00,281.45,274.27,280.07,680800,280.07
2009-11-13,270.90,275.00,269.86,274.52,364400,274.52
2009-11-12,272.45,274.02,268.57,269.69,376100,269.69
2009-11-11,268.41,273.70,266.48,272.45,731600,272.45
2009-11-10,263.00,267.28,262.31,266.60,323700,266.60
2009-11-09,256.27,264.44,256.22,264.11,467900,264.11
2009-11-06,258.23,260.91,254.86,256.00,451800,256.00
2009-11-05,253.18,260.25,252.39,259.91,556900,259.91
2009-11-04,249.52,254.36,246.87,251.32,611100,251.32
2009-11-03,245.86,249.00,243.82,247.99,365700,247.99
2009-11-02,248.33,249.45,243.10,246.38,449800,246.38
2009-10-30,255.98,255.98,246.03,246.35,603400,246.35
2009-10-29,248.26,256.56,248.25,253.55,443800,253.55
2009-10-28,256.25,258.00,247.10,247.51,434600,247.51
2009-10-27,259.76,260.66,255.56,258.00,536000,258.00
2009-10-26,258.61,263.35,257.81,260.47,852400,260.47
2009-10-23,258.11,265.00,254.00,262.96,1059800,262.96
2009-10-22,249.63,260.40,248.50,259.12,1118000,259.12
2009-10-21,245.60,256.73,241.27,252.31,3477400,252.31
2009-10-20,268.26,269.27,264.00,267.45,1785800,267.45
2009-10-19,257.40,265.41,254.82,264.40,842000,264.40
2009-10-16,257.64,257.75,253.26,255.43,571100,255.43
2009-10-15,255.55,260.26,252.50,259.33,669100,259.33
2009-10-14,250.02,258.10,245.15,257.49,1094600,257.49
2009-10-13,253.85,258.17,241.60,249.64,1642600,249.64
2009-10-12,257.00,257.00,251.01,254.00,324600,254.00
2009-10-09,250.64,255.81,249.19,253.99,738000,253.99
2009-10-08,258.08,259.40,248.87,250.38,1164700,250.38
2009-10-07,254.77,255.30,252.21,255.25,368500,255.25
2009-10-06,256.47,256.98,252.00,254.66,734600,254.66
2009-10-05,253.00,255.89,250.15,255.07,538800,255.07
2009-10-02,249.00,253.77,248.70,252.14,381200,252.14
2009-10-01,260.06,263.00,252.36,252.42,888900,252.42
2009-09-30,256.63,265.49,253.22,262.25,840000,262.25
2009-09-29,259.43,260.01,254.92,256.59,428200,256.59
2009-09-28,256.22,263.49,255.97,259.00,950600,259.00
2009-09-25,241.23,258.98,238.43,257.50,2010100,257.50
2009-09-24,245.50,247.51,236.86,242.00,535400,242.00
2009-09-23,247.50,250.00,244.81,244.83,480700,244.83
2009-09-22,248.20,250.14,243.24,246.51,319100,246.51
2009-09-21,246.44,250.45,245.04,246.53,459600,246.53
2009-09-18,245.90,249.40,242.65,247.92,706900,247.92
2009-09-17,247.61,253.94,243.82,244.69,726300,244.69
2009-09-16,243.50,247.58,240.65,247.12,484400,247.12
2009-09-15,242.06,245.85,241.00,243.47,652000,243.47
2009-09-14,238.84,242.66,237.81,242.66,417800,242.66
2009-09-11,246.37,248.63,238.98,240.40,882500,240.40
2009-09-10,244.15,247.33,240.13,245.63,899000,245.63
2009-09-09,230.50,244.74,229.69,242.46,1345900,242.46
2009-09-08,229.57,231.45,228.77,230.44,533800,230.44
2009-09-04,221.39,229.55,220.10,227.41,825700,227.41
2009-09-03,217.81,222.26,214.81,221.82,560300,221.82
2009-09-02,213.12,216.16,211.00,215.89,716700,215.89
2009-09-01,221.15,225.89,214.80,215.39,827000,215.39
2009-08-31,219.56,223.74,219.51,222.71,488700,222.71
2009-08-28,227.81,228.95,221.96,224.90,399300,224.90
2009-08-27,228.75,230.00,222.42,225.81,630600,225.81
2009-08-26,231.50,233.08,227.77,228.75,315600,228.75
2009-08-25,231.24,234.29,228.52,229.42,385300,229.42
2009-08-24,234.20,236.20,229.81,230.87,570100,230.87
2009-08-21,228.65,231.51,226.17,230.74,514100,230.74
2009-08-20,223.03,225.57,221.24,225.22,300200,225.22
2009-08-19,216.00,223.30,216.00,222.51,267800,222.51
2009-08-18,219.20,221.09,214.51,220.17,385500,220.17
2009-08-17,216.87,219.18,215.51,217.37,545400,217.37
2009-08-14,226.51,229.04,221.03,223.80,517000,223.80
2009-08-13,231.30,232.35,226.14,228.15,401600,228.15
2009-08-12,225.50,231.88,224.40,229.68,565900,229.68
2009-08-11,228.14,232.40,223.90,225.97,499900,225.97
2009-08-10,228.56,232.38,227.40,230.17,528200,230.17
2009-08-07,233.12,233.97,228.60,230.10,709800,230.10
2009-08-06,236.00,237.33,226.56,227.03,884500,227.03
2009-08-05,238.63,239.49,231.78,235.42,851100,235.42
2009-08-04,231.84,238.85,231.50,238.79,1068700,238.79
2009-08-03,231.89,234.70,230.49,234.69,1023700,234.69
2009-07-31,226.50,229.78,224.86,227.32,993300,227.32
2009-07-30,228.09,232.54,225.55,226.95,981200,226.95
2009-07-29,221.12,227.40,220.15,224.67,807400,224.67
2009-07-28,214.00,224.55,213.11,223.62,1324800,223.62
2009-07-27,216.43,222.53,213.87,218.70,1295500,218.70
2009-07-24,211.78,223.42,211.50,222.53,1798900,222.53
2009-07-23,198.88,215.95,197.25,215.37,5898800,215.37
2009-07-22,171.00,171.42,165.28,169.79,3160800,169.79
2009-07-21,166.96,169.89,164.62,167.41,1379200,167.41
2009-07-20,159.73,165.19,159.72,164.42,1229100,164.42
2009-07-17,157.47,158.28,154.75,155.54,739800,155.54
2009-07-16,153.94,158.29,152.25,156.82,961200,156.82
2009-07-15,154.52,156.66,153.02,153.57,1125900,153.57
2009-07-14,148.75,152.19,147.25,151.26,957200,151.26
2009-07-13,142.99,150.60,142.99,149.65,1050500,149.65
2009-07-10,142.29,144.35,141.25,142.60,666100,142.60
2009-07-09,146.34,146.71,143.05,143.50,700400,143.50
2009-07-08,147.27,148.89,143.01,145.18,1243300,145.18
2009-07-07,153.00,153.40,147.66,148.00,1253600,148.00
2009-07-06,156.74,158.33,153.70,156.09,677800,156.09
2009-07-02,160.00,163.10,157.17,158.71,627300,158.71
2009-07-01,165.00,166.85,162.72,163.10,534900,163.10
2009-06-30,166.30,166.30,162.01,163.66,657100,163.66
2009-06-29,159.71,165.49,159.66,163.32,731000,163.32
2009-06-26,158.30,160.27,156.46,159.72,539200,159.72
2009-06-25,154.04,160.14,152.42,158.45,618600,158.45
2009-06-24,153.90,157.15,152.00,154.75,728600,154.75
2009-06-23,153.00,155.87,153.00,153.65,602000,153.65
2009-06-22,159.99,161.50,153.67,154.25,726000,154.25
2009-06-19,158.06,163.51,157.39,161.15,1171600,161.15
2009-06-18,157.66,158.93,154.90,156.58,778100,156.58
2009-06-17,157.99,161.40,156.80,157.99,772500,157.99
2009-06-16,162.00,162.65,157.34,158.22,871400,158.22
2009-06-15,164.01,164.01,158.61,159.28,816600,159.28
2009-06-12,166.68,169.65,164.03,166.51,1040400,166.51
2009-06-11,159.90,170.66,159.90,166.52,1917700,166.52
2009-06-10,159.99,161.78,156.00,159.72,1065200,159.72
2009-06-09,152.14,159.00,152.14,156.76,1432500,156.76
2009-06-08,155.89,155.89,151.05,152.49,1059200,152.49
2009-06-05,154.00,156.63,150.61,156.01,1725900,156.01
2009-06-04,156.30,158.66,152.49,155.50,1092500,155.50
2009-06-03,157.00,157.00,152.52,156.61,1449600,156.61
2009-06-02,152.73,160.59,150.06,159.05,1794800,159.05
2009-06-01,151.99,156.46,148.39,149.28,1367300,149.28
2009-05-29,142.73,149.72,142.73,149.68,1462500,149.68
2009-05-28,144.45,144.86,138.35,140.54,1016500,140.54
2009-05-27,146.57,148.24,141.97,142.68,874700,142.68
2009-05-26,140.31,148.37,140.01,147.30,830800,147.30
2009-05-22,143.53,145.63,140.90,142.20,1126200,142.20
2009-05-21,149.39,150.91,140.89,142.43,1800200,142.43
2009-05-20,156.01,156.01,150.00,150.66,842100,150.66
2009-05-19,152.57,156.95,152.40,154.93,879200,154.93
2009-05-18,151.96,153.61,150.05,153.59,1049700,153.59
2009-05-15,153.51,153.69,149.57,149.92,1139300,149.92
2009-05-14,151.60,154.81,149.31,153.53,954300,153.53
2009-05-13,155.43,155.43,151.00,151.72,1233700,151.72
2009-05-12,159.22,159.27,153.39,156.98,1092700,156.98
2009-05-11,156.45,161.50,153.56,158.83,1026400,158.83
2009-05-08,160.21,163.89,155.47,158.77,1127500,158.77
2009-05-07,160.22,164.50,157.01,159.08,1656300,159.08
2009-05-06,154.60,158.93,153.57,157.75,1534900,157.75
2009-05-05,148.86,154.19,148.86,152.64,1739800,152.64
2009-05-04,145.00,149.38,143.09,148.75,1514400,148.75
2009-05-01,143.24,144.90,140.08,142.80,854300,142.80
2009-04-30,150.96,150.96,141.76,143.73,1502300,143.73
2009-04-29,141.00,147.54,140.71,146.36,1207900,146.36
2009-04-28,140.56,143.98,139.00,139.09,1821200,139.09
2009-04-27,146.00,150.29,143.02,144.92,1435800,144.92
2009-04-24,136.51,154.71,136.03,150.24,3245900,150.24
2009-04-23,136.22,138.35,131.46,136.51,1189000,136.51
2009-04-22,126.24,139.00,126.00,135.39,1924200,135.39
2009-04-21,124.18,129.46,123.98,128.96,976600,128.96
2009-04-20,127.17,132.95,125.50,125.98,1675700,125.98
2009-04-17,116.87,132.45,114.10,130.35,4329000,130.35
2009-04-16,122.81,127.32,113.20,118.00,5844700,118.00
2009-04-15,117.60,119.48,115.20,117.41,1357000,117.41
2009-04-14,117.00,120.89,114.30,118.07,2233000,118.07
2009-04-13,109.88,117.45,109.88,114.72,1775500,114.72
2009-04-09,103.95,112.90,103.75,112.24,2313900,112.24
2009-04-08,96.46,101.58,95.49,101.47,1513800,101.47
2009-04-07,94.00,97.89,94.00,96.78,1614900,96.78
2009-04-06,96.50,99.09,95.81,98.88,1052200,98.88
2009-04-03,98.50,99.67,96.00,96.73,1182500,96.73
2009-04-02,95.75,99.19,94.75,98.31,1861400,98.31
2009-04-01,93.11,94.92,91.52,94.33,1293400,94.33
2009-03-31,95.00,97.52,93.51,95.36,878000,95.36
2009-03-30,94.54,95.33,92.86,93.90,757900,93.90
2009-03-27,96.69,96.92,94.60,96.42,727100,96.42
2009-03-26,97.99,97.99,94.52,97.32,1207200,97.32
2009-03-25,95.75,98.70,93.54,96.21,1018800,96.21
2009-03-24,95.21,96.74,94.29,95.07,1285500,95.07
2009-03-23,96.26,97.33,93.50,97.22,1395300,97.22
2009-03-20,98.09,98.31,92.67,93.68,1694300,93.68
2009-03-19,102.88,102.90,96.00,97.18,1396900,97.18
2009-03-18,101.75,104.20,99.11,101.81,1955600,101.81
2009-03-17,103.74,105.11,100.11,105.11,1038500,105.11
2009-03-16,103.25,104.97,100.63,100.81,1068500,100.81
2009-03-13,103.40,103.72,100.91,103.03,1101300,103.03
2009-03-12,96.93,103.79,95.07,103.24,2192800,103.24
2009-03-11,101.38,101.60,96.31,97.55,1396300,97.55
2009-03-10,98.05,101.50,96.56,101.12,1114400,101.12
2009-03-09,95.01,100.44,95.01,96.87,1270000,96.87
2009-03-06,91.50,95.94,91.01,95.89,1736600,95.89
2009-03-05,92.71,93.30,89.79,90.20,1933300,90.20
2009-03-04,90.00,93.70,88.97,91.69,1728200,91.69
2009-03-03,86.14,88.85,85.09,87.37,1460600,87.37
2009-03-02,89.42,90.60,84.86,85.33,2524100,85.33
2009-02-27,95.00,96.00,90.96,90.96,2089100,90.96
2009-02-26,102.78,103.80,95.67,96.24,1219900,96.24
2009-02-25,103.15,103.97,99.46,101.22,1153000,101.22
2009-02-24,99.27,104.24,97.65,103.67,1489600,103.67
2009-02-23,107.16,108.76,99.88,100.47,1149500,100.47
2009-02-20,106.17,108.10,103.09,106.01,1550800,106.01
2009-02-19,109.98,109.98,106.99,107.00,983900,107.00
2009-02-18,108.50,108.96,103.65,106.81,1012800,106.81
2009-02-17,106.20,108.99,105.73,107.27,1092300,107.27
2009-02-13,111.99,113.44,110.56,112.09,780200,112.09
2009-02-12,106.39,112.25,105.55,112.23,1178900,112.23
2009-02-11,108.23,109.55,103.74,108.16,1334500,108.16
2009-02-10,112.83,116.00,107.10,107.85,1226000,107.85
2009-02-09,114.51,115.50,110.39,114.19,1157100,114.19
2009-02-06,111.71,116.00,109.89,114.62,1218200,114.62
2009-02-05,107.38,112.00,105.51,110.68,1640000,110.68
2009-02-04,112.97,114.12,107.17,108.01,2316300,108.01
2009-02-03,103.95,114.58,101.35,112.53,4059200,112.53
2009-02-02,101.97,104.67,100.42,102.91,1376300,102.91
2009-01-30,102.06,106.80,101.08,103.23,1911300,103.23
2009-01-29,104.83,104.83,101.38,102.01,1039600,102.01
2009-01-28,102.68,106.92,100.30,104.96,2103900,104.96
2009-01-27,99.98,101.99,98.85,101.50,1295900,101.50
2009-01-26,94.79,101.50,93.31,99.05,2699300,99.05
2009-01-23,88.08,96.23,87.14,93.29,3194100,93.29
2009-01-22,97.99,97.99,91.57,96.01,2517300,96.01
2009-01-21,96.39,98.55,94.93,97.00,1426900,97.00
2009-01-20,100.48,101.89,94.22,94.65,1423400,94.65
2009-01-16,102.69,103.94,97.65,99.97,1334000,99.97
2009-01-15,99.84,102.50,96.17,100.68,1311100,100.68
2009-01-14,100.15,101.49,98.65,99.34,1911900,99.34
2009-01-13,99.76,104.27,98.42,102.65,1478400,102.65
2009-01-12,103.83,105.90,100.20,100.75,1801100,100.75
2009-01-09,109.97,110.00,101.05,101.80,2425200,101.80
2009-01-08,100.51,113.20,99.75,110.54,7318900,110.54
2009-01-07,120.50,123.48,116.50,117.88,1904200,117.88
2009-01-06,126.28,127.21,120.26,122.19,1123300,122.19
2009-01-05,128.59,131.45,125.03,125.54,1045100,125.54
2009-01-02,126.38,132.70,126.38,132.41,694100,132.41
2008-12-31,125.11,127.75,124.79,126.99,503100,126.99
2008-12-30,122.50,126.56,120.22,124.34,702700,124.34
2008-12-29,120.74,122.57,118.21,120.01,622500,120.01
2008-12-26,122.13,122.31,119.33,121.80,238300,121.80
2008-12-24,120.24,122.19,118.88,121.72,181700,121.72
2008-12-23,120.20,124.14,119.13,120.23,598200,120.23
2008-12-22,125.64,127.80,118.76,121.83,736000,121.83
2008-12-19,129.00,132.99,123.64,125.51,1115400,125.51
2008-12-18,133.27,136.49,130.03,131.32,725200,131.32
2008-12-17,132.46,135.83,131.07,132.08,818600,132.08
2008-12-16,130.08,136.87,128.01,136.85,1058900,136.85
2008-12-15,140.26,140.26,126.78,128.13,883100,128.13
2008-12-12,130.85,137.95,130.08,134.38,829500,134.38
2008-12-11,137.94,143.25,135.83,137.00,821800,137.00
2008-12-10,134.99,140.95,134.99,139.12,982400,139.12
2008-12-09,140.00,140.33,130.02,133.05,1079300,133.05
2008-12-08,142.24,144.54,138.61,140.38,1014900,140.38
2008-12-05,123.00,137.46,123.00,137.46,1072600,137.46
2008-12-04,129.03,135.48,123.24,126.07,1215800,126.07
2008-12-03,120.03,133.72,118.09,133.07,2210300,133.07
2008-12-02,121.06,122.30,114.25,117.95,1295500,117.95
2008-12-01,129.46,130.19,118.92,119.23,958500,119.23
2008-11-28,132.94,134.65,130.51,132.53,497200,132.53
2008-11-26,120.25,134.89,120.25,134.67,1169400,134.67
2008-11-25,127.99,128.00,118.85,124.39,1276300,124.39
2008-11-24,121.08,126.36,118.26,124.94,1254700,124.94
2008-11-21,116.49,118.45,110.35,118.26,1890800,118.26
2008-11-20,116.56,123.81,110.71,111.74,1816000,111.74
2008-11-19,124.39,129.90,120.91,121.09,2090500,121.09
2008-11-18,124.20,129.94,118.62,123.51,1909900,123.51
2008-11-17,144.87,148.44,123.02,123.34,2600900,123.34
2008-11-14,157.69,164.49,148.14,148.41,1422900,148.41
2008-11-13,162.47,166.35,144.31,159.64,2866000,159.64
2008-11-12,167.90,169.20,161.23,161.94,634300,161.94
2008-11-11,169.18,173.00,165.66,169.37,719500,169.37
2008-11-10,188.10,188.98,173.62,176.02,564200,176.02
2008-11-07,178.04,185.93,175.29,182.47,804900,182.47
2008-11-06,183.02,188.87,172.01,174.36,873500,174.36
2008-11-05,199.90,200.87,186.20,186.72,1175900,186.72
2008-11-04,188.97,204.84,185.62,202.92,1590100,202.92
2008-11-03,176.48,188.35,170.25,183.38,918700,183.38
2008-10-31,166.76,176.00,165.29,172.79,677400,172.79
2008-10-30,173.00,175.00,165.37,170.15,997800,170.15
2008-10-29,166.44,175.87,160.75,169.35,1244700,169.35
2008-10-28,160.16,166.40,154.50,165.54,1752800,165.54
2008-10-27,155.03,164.45,154.10,155.01,1207100,155.01
2008-10-24,155.22,169.93,154.45,158.68,2201000,158.68
2008-10-23,174.07,177.12,165.12,173.69,1130400,173.69
2008-10-22,175.01,179.00,168.59,173.09,1023300,173.09
2008-10-21,189.40,191.99,180.00,180.22,1109800,180.22
2008-10-20,193.50,195.41,186.80,194.12,883800,194.12
2008-10-17,193.90,199.99,173.14,189.13,3613300,189.13
2008-10-16,195.28,215.05,186.37,214.80,1935300,214.80
2008-10-15,213.11,223.71,190.00,190.12,1606200,190.12
2008-10-14,228.27,231.66,218.54,224.32,1832500,224.32
2008-10-13,194.00,213.26,190.19,212.34,1189100,212.34
2008-10-10,157.98,186.26,153.30,175.01,1967400,175.01
2008-10-09,195.98,197.00,170.06,172.85,1056300,172.85
2008-10-08,179.00,195.69,170.61,190.63,1403300,190.63
2008-10-07,200.51,201.27,183.63,184.26,1442200,184.26
2008-10-06,216.95,216.95,186.55,197.12,1993600,197.12
2008-10-03,232.94,242.74,222.53,225.70,799400,225.70
2008-10-02,234.26,238.50,227.82,228.65,904400,228.65
2008-10-01,237.96,246.25,233.73,236.55,939800,236.55
2008-09-30,256.10,259.47,226.17,240.98,1700000,240.98
2008-09-29,270.09,271.90,250.00,251.40,817900,251.40
2008-09-26,274.50,277.97,269.00,275.01,809000,275.01
2008-09-25,284.00,287.00,276.82,281.53,534200,281.53
2008-09-24,279.97,283.96,276.50,282.46,285300,282.46
2008-09-23,281.06,285.28,277.29,278.58,521700,278.58
2008-09-22,287.38,290.20,280.05,280.50,485100,280.50
2008-09-19,284.99,293.01,278.56,290.71,1125900,290.71
2008-09-18,277.85,281.77,265.72,275.53,1016900,275.53
2008-09-17,272.67,282.56,269.83,273.02,739400,273.02
2008-09-16,265.13,278.69,265.13,277.77,615500,277.77
2008-09-15,270.85,277.98,268.10,269.67,784600,269.67
2008-09-12,275.03,279.30,274.73,278.19,436600,278.19
2008-09-11,269.00,278.00,264.33,277.67,589500,277.67
2008-09-10,272.99,277.80,267.81,273.94,766200,273.94
2008-09-09,271.48,279.69,268.11,268.11,751000,268.11
2008-09-08,278.97,280.47,267.96,271.48,636700,271.48
2008-09-05,268.46,271.29,259.50,268.86,911700,268.86
2008-09-04,288.27,289.99,273.24,273.49,870400,273.49
2008-09-03,291.88,294.70,286.34,290.44,581900,290.44
2008-09-02,299.33,304.00,293.33,293.58,789800,293.58
2008-08-29,296.69,300.24,294.81,295.27,377100,295.27
2008-08-28,297.56,302.52,297.45,299.42,324900,299.42
2008-08-27,296.80,301.87,295.53,298.62,315800,298.62
2008-08-26,298.00,301.34,294.67,297.75,329300,297.75
2008-08-25,300.38,302.98,296.92,298.41,325800,298.41
2008-08-22,302.55,306.99,301.22,303.32,398900,303.32
2008-08-21,299.84,306.38,298.51,300.72,322000,300.72
2008-08-20,301.49,302.42,297.14,301.07,395700,301.07
2008-08-19,292.86,305.19,292.51,301.33,744800,301.33
2008-08-18,300.94,301.00,288.53,293.01,586600,293.01
2008-08-15,303.81,304.24,296.33,299.17,534000,299.17
2008-08-14,302.57,307.70,301.35,304.26,425300,304.26
2008-08-13,306.94,307.96,300.24,304.37,407300,304.37
2008-08-12,309.06,309.20,304.56,305.99,351800,305.99
2008-08-11,302.21,309.93,301.96,308.25,433000,308.25
2008-08-08,303.20,309.75,301.85,308.26,483500,308.26
2008-08-07,309.33,309.33,301.60,303.00,704000,303.00
2008-08-06,305.42,314.63,302.55,310.79,798400,310.79
2008-08-05,303.40,308.33,300.76,308.06,585200,308.06
2008-08-04,299.84,305.79,295.00,299.88,749100,299.88
2008-08-01,310.35,312.67,299.28,300.43,697900,300.43
2008-07-31,309.51,316.00,308.51,311.29,525300,311.29
2008-07-30,308.36,316.00,307.32,312.86,519900,312.86
2008-07-29,310.00,314.86,308.42,311.94,700000,311.94
2008-07-28,314.33,319.80,307.54,308.23,1102200,308.23
2008-07-25,319.56,325.84,318.71,322.07,787600,322.07
2008-07-24,330.10,332.80,320.03,323.67,1084000,323.67
2008-07-23,313.49,333.25,313.00,331.13,2645200,331.13
2008-07-22,278.52,285.56,277.00,280.23,1457100,280.23
2008-07-21,288.03,289.72,282.80,284.71,553600,284.71
2008-07-18,281.04,289.68,280.00,288.49,763100,288.49
2008-07-17,284.63,284.63,277.58,282.25,613900,282.25
2008-07-16,271.32,283.01,271.32,280.79,660700,280.79
2008-07-15,269.40,274.29,264.55,270.49,673800,270.49
2008-07-14,273.32,275.00,268.91,271.79,547500,271.79
2008-07-11,263.45,273.33,262.30,269.98,677100,269.98
2008-07-10,263.05,267.89,260.00,265.57,622900,265.57
2008-07-09,264.15,275.00,262.11,262.51,916200,262.51
2008-07-08,250.63,264.63,250.63,264.15,716300,264.15
2008-07-07,257.00,260.77,247.76,253.20,821400,253.20
2008-07-03,251.00,255.80,249.01,250.34,492800,250.34
2008-07-02,261.26,265.98,249.84,250.16,777100,250.16
2008-07-01,264.59,264.62,252.98,259.98,1036100,259.98
2008-06-30,268.51,274.83,268.00,269.40,494700,269.40
2008-06-27,270.03,272.94,267.03,269.59,784400,269.59
2008-06-26,273.05,276.48,270.05,270.78,838000,270.78
